name,name character_deaths,name character_predictions,allegiances,nobility,gender,has_Allegiance,is_alive,has_dead_rels,culture,mother,father,spouse,house,heir,data_poor
Bethany Bracken,,Bethany Bracken,Unknown,1,0,0,0,0,Unknown,Unknown,Unknown,Unknown,House Bracken,Unknown,1
Bethany Fair-Fingers,,Bethany Fair-Fingers,Unknown,0,0,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Bethany Redwyne,,Bethany Redwyne,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Mathis Rowan,House Redwyne,Unknown,1
Bethany Rosby,,Bethany Rosby,Unknown,1,0,0,0,0,Unknown,Unknown,Unknown,Walder Frey,House Rosby,Unknown,1
Betharios of Braavos,,Betharios of Braavos,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Symond Frey,House Frey,Unknown,1
Big Walder Frey,Big Walder Frey,,None,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,1
Biter,Biter,Biter,None,0,1,0,0,0,Unknown,Unknown,Unknown,Unknown,Brave Companions,Unknown,0
Black Bernarr,Black Bernarr,Black Bernarr,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Black Walder Frey,Black Walder Frey,,None,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,1
Blane,Blane,Blane,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Bloodbeard,Bloodbeard,Bloodbeard,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Company of the Cat,Unknown,0
Blue Bard,Blue Bard,Blue Bard,House Tyrell,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Tyrell,Unknown,0
Bonifer Hasty,Bonifer Hasty,Bonifer Hasty,House Lannister,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Hasty,Unknown,0
Borcas,Borcas,Borcas,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Boros Blount,Boros Blount,Boros Blount,House Baratheon,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Blount,Unknown,0
Bowen Marsh,Bowen Marsh,Bowen Marsh,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Bradamar Frey,,Bradamar Frey,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,1
Branston Cuy,,Branston Cuy,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Cuy,Unknown,1
Brella,,Brella,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Baratheon,Unknown,1
Brenett,Brenett,Brenett,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,0
Brienne of Tarth,Brienne of Tarth,,House Stark,1,0,1,1,0,Unknown,Unknown,Unknown,Unknown,House Tarth,Unknown,1
Bronn,Bronn,Bronn,House Lannister,1,1,1,1,0,Unknown,Unknown,Unknown,Lollys Stokeworth,House Stokeworth,Unknown,0
Brown Bernarr,Brown Bernarr,Brown Bernarr,Night's Watch,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Bryan Fossoway,Bryan Fossoway,Bryan Fossoway,House Baratheon,1,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Fossoway of Cider Hall,Unknown,0
Bryan Frey,,Bryan Frey,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,1
Bryce Caron,Bryce Caron,Bryce Caron,House Baratheon,1,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Caron,Unknown,0
Bryen,Bryen,Bryen,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Baelish,Unknown,0
Bryen Caron,,Bryen Caron,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Caron,Unknown,1
Bryen Farring,Bryen Farring,Bryen Farring,House Baratheon,1,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Farring,Unknown,0
Buford Bulwer,,Buford Bulwer,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Bulwer,Unknown,1
Burton Crakehall,Burton Crakehall,Burton Crakehall,House Lannister,1,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Crakehall,Unknown,0
Butterbumps,Butterbumps,Butterbumps,House Tyrell,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Tyrell,Unknown,0
Buu,,Buu,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Byam Flint,Byam Flint,Byam Flint,Night's Watch,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Byren Flowers,,Byren Flowers,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Byron,Byron,Byron,House Arryn,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Baelish,Unknown,0
Cadwyn,Cadwyn,Cadwyn,House Lannister,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Lannister,Unknown,0
Caleotte,Caleotte,Caleotte,House Martell,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Martell,Unknown,0
Carellen Smallwood,,Carellen Smallwood,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Smallwood,Unknown,1
Carolei Waynwood,,Carolei Waynwood,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Geremy Frey,House Waynwood,Unknown,1
Carrot,,Carrot,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Royce of the Gates of the Moon,Unknown,1
Cass,,Cass,Unknown,0,0,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Cassana Estermont,,Cassana Estermont,Unknown,1,0,0,0,0,Unknown,Unknown,Unknown,Steffon Baratheon,House Estermont,Unknown,1
Catelyn Bracken,,Catelyn Bracken,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Bracken,Unknown,1
Cedra,,Cedra,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Martell,Unknown,1
Cedric Payne,,Cedric Payne,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Payne,Unknown,1
Cedrik Storm,,Cedrik Storm,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Buckler,Unknown,1
Cellador,Cellador,Cellador,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Cerenna Lannister,,Cerenna Lannister,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Lannister,Unknown,1
Cersei Frey,Cersei Frey,Cersei Frey,None,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,0
Chayle,Chayle,Chayle,House Stark,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0
Chett,Chett,Chett,Night's Watch,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Chiggen,Chiggen,Chiggen,House Lannister,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0
Chiswyck,Chiswyck,Chiswyck,None,0,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Clegane,Unknown,0
Clarence Charlton,,Clarence Charlton,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Charlton,Unknown,1
Clarence Crabb,,Clarence Crabb,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Crabb,Unknown,1
Clarence Crabb (Short),,Clarence Crabb (Short),Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Crabb,Unknown,1
Clarent Crakehall,,Clarent Crakehall,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Crakehall,Unknown,1
Clayton Suggs,Clayton Suggs,Clayton Suggs,House Baratheon,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Suggs,Unknown,0
Clement,,Clement,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Clement Crabb,,Clement Crabb,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Crabb,Unknown,1
Cleos Frey,Cleos Frey,Cleos Frey,None,1,1,0,0,0,Unknown,Unknown,Unknown,Jeyne Darry,House Frey,Unknown,0
Cletus Yronwood,,Cletus Yronwood,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Yronwood,Unknown,1
Cleyton Caswell,,Cleyton Caswell,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Caswell,Unknown,1
Clifford Conklyn,,Clifford Conklyn,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Conklyn,Unknown,1
Clubfoot Karl,Clubfoot Karl,Clubfoot Karl,Night's Watch,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Clydas,Clydas,Clydas,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Coldhands,Coldhands,Coldhands,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Three-eyed crow,Unknown,0
Colemon,Colemon,Colemon,House Arryn,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Arryn,Unknown,0
Colen of Greenpools,Colen of Greenpools,Colen of Greenpools,House Baratheon,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Baratheon,Unknown,0
Colin Florent,,Colin Florent,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Florent,Unknown,1
Colmar Frey,,Colmar Frey,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,1
Conwy,Conwy,Conwy,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Corliss Penny,Corliss Penny,Corliss Penny,House Baratheon,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Penny,Unknown,0
Cortnay Penrose,Cortnay Penrose,Cortnay Penrose,House Baratheon,1,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Penrose,Unknown,0
Cosgrove,,Cosgrove,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Butterwell,Unknown,1
Courtenay Greenhill,,Courtenay Greenhill,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Greenhill,Unknown,1
Cragorn,Cragorn,Cragorn,House Greyjoy,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Greyjoy,Unknown,0
Creighton Longbough,Creighton Longbough,Creighton Longbough,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Cressen,Cressen,Cressen,House Baratheon,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0
Cuger,Cuger,Cuger,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Cutjack,Cutjack,Cutjack,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Cynthea Frey,,Cynthea Frey,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,1
Cyrenna Swann,,Cyrenna Swann,Unknown,1,0,0,0,0,Unknown,Unknown,Unknown,Walder Frey,House Swann,Unknown,1
Dacks,,Dacks,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Redfort,Unknown,1
Daemon II Blackfyre,,Daemon II Blackfyre,Unknown,1,1,0,0,1,Unknown,Unknown,Unknown,Unknown,House Blackfyre,Unknown,1
Daenerys Targaryen (daughter of Aegon IV),,Daenerys Targaryen (daughter of Aegon IV),Unknown,1,0,0,0,1,Unknown,Unknown,Unknown,Maron Martell,House Targaryen,Unknown,1
Daeron I Targaryen,,Daeron I Targaryen,Unknown,1,1,0,0,1,Unknown,Daenaera Velaryon,Aegon III Targaryen,Unknown,House Targaryen,Baelor I Targaryen,1
Daeron II Targaryen,,Daeron II Targaryen,Unknown,1,1,0,0,1,Unknown,Naerys Targaryen,Aegon IV Targaryen,Unknown,House Targaryen,Baelor 'Breakspear' Targaryen,1
Daeron Targaryen (son of Maekar I),,Daeron Targaryen (son of Maekar I),Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Kiera of Tyrosh,House Targaryen,Unknown,1
Daeron Targaryen (son of Viserys I),,Daeron Targaryen (son of Viserys I),Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Targaryen,Unknown,1
Daeryssa,,Daeryssa,Unknown,0,0,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Dafyn Vance,,Dafyn Vance,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Maegelle Frey,House Vance,Unknown,1
Dagmer Cleftjaw,Dagmer Cleftjaw,,House Greyjoy,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Dagon Codd,Dagon Codd,,House Greyjoy,1,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Dagos Manwoody,,Dagos Manwoody,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Manwoody,Unknown,1
Dake,,Dake,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Osgrey,Unknown,1
Dalbridge,Dalbridge,Dalbridge,Night's Watch,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Dale Drumm,,Dale Drumm,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Drumm,Unknown,1
Dale Seaworth,Dale Seaworth,Dale Seaworth,House Baratheon,1,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Seaworth,Unknown,0
Dalla (Dragonstone),Dalla (Dragonstone),Dalla (Dragonstone),House Baratheon,0,0,1,1,0,Unknown,Unknown,Unknown,Unknown,House Baratheon of Dragonstone,Unknown,0
Damion Lannister,,Damion Lannister,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Shiera Crakehall,House Lannister,Unknown,1
Damon Dance-for-Me,Damon Dance-for-Me,Damon Dance-for-Me,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Bolton,Unknown,0
Damon Lannister (son of Jason),,Damon Lannister (son of Jason),Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Ella Lannister,House Lannister,Unknown,1
Damon Paege,,Damon Paege,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Paege,Unknown,1
Damon Shett,,Damon Shett,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Shett of Gull Tower,Unknown,1
Damon Vypren,Damon Vypren,Damon Vypren,None,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Vypren,Unknown,0
Dancy,Dancy,Dancy,None,0,0,0,1,0,Unknown,Unknown,Unknown,Unknown,Chataya's brothel,Unknown,0
Danelle Lothston,,Danelle Lothston,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Lothston,Unknown,1
Danos Slynt,,Danos Slynt,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Slynt,Unknown,1
Danwell Frey,Danwell Frey,Danwell Frey,None,1,1,0,1,0,Unknown,Unknown,Unknown,Wynafrei Whent,House Frey,Unknown,0
Dareon,Dareon,Dareon,Night's Watch,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Darla Deddings,,Darla Deddings,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Deddings,Unknown,1
Darlessa Marbrand,,Darlessa Marbrand,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Tygett Lannister,House Marbrand,Unknown,1
Deana Hardyng,,Deana Hardyng,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Walton Frey,House Hardyng,Unknown,1
Delena Florent,,Delena Florent,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Hosman Norcross,House Florent,Unknown,1
Della Frey,,Della Frey,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,1
Delp,Delp,Delp,House Tully,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Tully,Unknown,0
Denestan,,Denestan,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Dennis Plumm,,Dennis Plumm,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Plumm,Unknown,1
Denys Arryn,,Denys Arryn,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Arryn,Unknown,1
Denys Darklyn,,Denys Darklyn,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Serala,House Darklyn,Unknown,1
Denys Mallister,Denys Mallister,Denys Mallister,Night's Watch,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Mallister,Unknown,0
Denys Redwyne,,Denys Redwyne,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Redwyne,Unknown,1
Denyse Hightower,,Denyse Hightower,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Desmond Redwyne,House Hightower,Unknown,1
Dermot,Dermot,Dermot,House Baratheon,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Baratheon of Dragonstone,Unknown,0
Desmond,Desmond,Desmond,House Stark,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Stark,Unknown,0
Desmond Grell,Desmond Grell,Desmond Grell,House Tully,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Grell,Unknown,0
Desmond Redwyne,,Desmond Redwyne,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Denyse Hightower,House Redwyne,Unknown,1
Devan Seaworth,Devan Seaworth,Devan Seaworth,House Baratheon,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Seaworth,Unknown,0
Deziel Dalt,Deziel Dalt,Deziel Dalt,House Martell,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Dalt,Unknown,0
Dick Crabb,Dick Crabb,Dick Crabb,None,0,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Crabb,Unknown,0
Dick Follard,Dick Follard,Dick Follard,Night's Watch,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Dickon Frey,,Dickon Frey,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,1
Dickon Manwoody,Dickon Manwoody,Dickon Manwoody,House Martell,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Manwoody,Unknown,0
Dickon Tarly,,Dickon Tarly,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Eleanor Mooton,House Tarly,Unknown,1
Dirk,Dirk,Dirk,Night's Watch,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Dobber,Dobber,Dobber,None,0,1,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0
Donal Noye,Donal Noye,Donal Noye,Night's Watch,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Baratheon,Unknown,0
Donnel Haigh,Donnel Haigh,Donnel Haigh,None,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Haigh,Unknown,0
Donnel Hill,Donnel Hill,Donnel Hill,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Donnel Locke,Donnel Locke,Donnel Locke,House Stark,1,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Locke,Unknown,0
Donnel of Duskendale,,Donnel of Duskendale,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Kingsguard,Unknown,1
Donnel Waynwood,Donnel Waynwood,Donnel Waynwood,House Tully,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Waynwood,Unknown,0
Dontos Hollard,Dontos Hollard,Dontos Hollard,None,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Hollard,Unknown,0
Donyse,Donyse,Donyse,None,0,0,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Dorcas,,Dorcas,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Lannister,Unknown,1
Dornish Dilly,Dornish Dilly,Dornish Dilly,Night's Watch,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Dudley,Dudley,Dudley,House Stark,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0
Dunaver,,Dunaver,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Lannister,Unknown,1
Duncan Targaryen,,Duncan Targaryen,Unknown,1,1,0,0,1,Unknown,Unknown,Unknown,Jenny of Oldstones,House Targaryen,Unknown,1
Dunsen,Dunsen,Dunsen,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Clegane,Unknown,0
Duram Bar Emmon,Duram Bar Emmon,Duram Bar Emmon,House Baratheon,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Bar Emmon,Unknown,0
Dykk Harlaw,Dykk Harlaw,Dykk Harlaw,House Greyjoy,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Harlaw,Unknown,0
Dywen,Dywen,Dywen,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Easy,Easy,Easy,Night's Watch,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Ebben,Ebben,Ebben,Night's Watch,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Ebrose,,Ebrose,Unknown,0,0,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Edgerran Oakheart,,Edgerran Oakheart,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Oakheart,Unknown,1
Edmund Ambrose,,Edmund Ambrose,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Ambrose,Unknown,1
Edric Storm,Edric Storm,Edric Storm,House Baratheon,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Baratheon,Unknown,0
Edwyd Fossoway,,Edwyd Fossoway,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Fossoway of Cider Hall,Unknown,1
Edwyn Frey,Edwyn Frey,Edwyn Frey,None,1,1,0,1,0,Unknown,Unknown,Unknown,Janyce Hunter,House Frey,Unknown,0
Edwyn Osgrey,,Edwyn Osgrey,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Osgrey,Unknown,1
Eggon,Eggon,Eggon,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Clegane,Unknown,0
Eglantine,,Eglantine,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Faith of the Seven,Unknown,1
Elbert Arryn,,Elbert Arryn,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Arryn,Unknown,1
Elder Brother,Elder Brother,Elder Brother,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Faith of the Seven,Unknown,0
Eleanor Mooton,,Eleanor Mooton,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Dickon Tarly,House Mooton,Unknown,1
Eleyna Westerling,Eleyna Westerling,Eleyna Westerling,House Stark,1,0,1,1,0,Unknown,Unknown,Unknown,Unknown,House Westerling,Unknown,0
Elia Martell,,Elia Martell,Unknown,1,0,0,0,1,Unknown,Unknown,Unknown,Rhaegar Targaryen,House Martell,Unknown,1
Elinor Tyrell,Elinor Tyrell,Elinor Tyrell,House Tyrell,1,0,1,1,0,Unknown,Unknown,Unknown,Unknown,House Tyrell,Unknown,0
Ellery Vance,,Ellery Vance,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Vance of Atranta,Unknown,1
Elmar Frey,Elmar Frey,Elmar Frey,None,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,0
Elron,,Elron,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,1
Elwood,Elwood,Elwood,House Tully,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Tully,Unknown,0
Elyana Vypren,,Elyana Vypren,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Jon Wylde,House Vypren,Unknown,1
Elyas Willum,Elyas Willum,Elyas Willum,House Baratheon,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Willum,Unknown,0
Elyn Norridge,,Elyn Norridge,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Luthor Tyrell,House Norridge,Unknown,1
Elys Waynwood,,Elys Waynwood,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Alys Arryn,House Waynwood,Unknown,1
Elys Westerling,,Elys Westerling,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Westerling,Unknown,1
Emberlei Frey,,Emberlei Frey,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,1
Emma,,Emma,Unknown,0,0,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Emmon Cuy,Emmon Cuy,Emmon Cuy,House Baratheon,1,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Cuy,Unknown,0
Emmon Frey,Emmon Frey,Emmon Frey,House Lannister,1,1,1,1,0,Unknown,Unknown,Unknown,Genna Lannister,House Frey of Riverrun,Unknown,0
Emphyria Vance,,Emphyria Vance,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Vance of Wayfarer's Rest,Unknown,1
Emrick,Emrick,Emrick,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Endehar,Endehar,Endehar,House Greyjoy,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Endrew Tarth,Endrew Tarth,Endrew Tarth,Night's Watch,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Tarth,Unknown,0
Enger,Enger,Enger,House Tully,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Tully,Unknown,0
Eon Hunter,Eon Hunter,Eon Hunter,House Arryn,1,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Hunter,Unknown,0
Ermesande Hayford,Ermesande Hayford,Ermesande Hayford,None,1,0,0,1,0,Unknown,Unknown,Unknown,Tyrek Lannister,House Hayford,Unknown,0
Erreck,Erreck,Erreck,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Erren Florent,,Erren Florent,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Florent,Unknown,1
Erryk (guard),Erryk (Guard),Erryk (guard),House Tyrell,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Tyrell,Unknown,0
Esgred,Esgred,Esgred,House Greyjoy,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Eustace (Braavos),,Eustace (Braavos),Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Faith of the Seven,Unknown,1
Eustace (Dance of the Dragons),,Eustace (Dance of the Dragons),Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Faith of the Seven,Unknown,1
Eustace Brune,,Eustace Brune,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Brune of the Dyre Den,Unknown,1
Eustace Hunter,,Eustace Hunter,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Hunter,Unknown,1
